file_name,_split,caption_token_len
coco_109308_455663.jpg,train,86
coco_109403_crowd.jpg,train,76
coco_109503_451150.jpg,train,84
coco_109539_1693850.jpg,train,56
coco_109889_462962.jpg,train,57
coco_110052_1713165.jpg,train,129
coco_110460_2155346.jpg,train,108
coco_110482_186245.jpg,train,123
coco_110551_crowd.jpg,train,69
coco_110618_429345.jpg,train,68
coco_110769_430102.jpg,train,81
coco_111109_428598.jpg,train,83
coco_111409_196374.jpg,train,34
coco_111629_506011.jpg,train,89
coco_111644_470789.jpg,train,50
coco_111825_crowd.jpg,train,130
coco_111907_474705.jpg,train,116
coco_111909_220992.jpg,train,76
coco_111910_438900.jpg,train,139
coco_111944_471889.jpg,train,114
coco_112160_457119.jpg,train,79
coco_112568_crowd.jpg,train,60
coco_112582_437271.jpg,train,76
coco_112816_425229.jpg,train,132
coco_112949_427025.jpg,train,51
coco_11316_483796.jpg,train,84
coco_113233_427487.jpg,train,115
coco_113294_1719500.jpg,train,77
coco_11340_crowd.jpg,train,108
coco_113588_crowd.jpg,train,124
coco_113590_crowd.jpg,train,110
coco_113756_crowd.jpg,train,85
coco_113975_crowd.jpg,train,107
coco_113989_535870.jpg,train,61
coco_114055_crowd.jpg,train,58
coco_114158_456142.jpg,train,76
coco_114183_crowd.jpg,train,65
coco_114239_192618.jpg,train,57
coco_114291_crowd.jpg,train,57
coco_114313_459479.jpg,train,107
coco_114352_457455.jpg,train,96
coco_114481_crowd.jpg,train,95
coco_11449_441049.jpg,train,73
coco_114579_426649.jpg,train,99
coco_114790_434462.jpg,train,54
coco_114946_crowd.jpg,train,52
coco_115243_crowd.jpg,train,107
coco_115314_198441.jpg,train,84
coco_11538_187867.jpg,train,85
coco_115579_479993.jpg,train,134
coco_115584_490518.jpg,train,72
coco_115626_184172.jpg,train,60
coco_115700_crowd.jpg,train,126
coco_115930_crowd.jpg,train,95
coco_116067_crowd.jpg,train,96
coco_116173_446546.jpg,train,58
coco_116354_443638.jpg,train,71
coco_116389_454299.jpg,train,68
coco_116455_193389.jpg,train,68
coco_116574_2207739.jpg,train,52
coco_116712_186683.jpg,train,62
coco_117037_crowd.jpg,train,157
coco_117222_crowd.jpg,train,104
coco_117508_466984.jpg,train,66
coco_117584_441680.jpg,train,57
coco_117674_crowd.jpg,train,87
coco_117690_432485.jpg,train,96
coco_1180_crowd.jpg,train,76
coco_118406_crowd.jpg,train,75
coco_118564_425102.jpg,train,90
coco_118867_429844.jpg,train,90
coco_118965_500691.jpg,train,99
coco_118966_crowd.jpg,train,77
coco_119075_2156290.jpg,train,73
coco_119134_crowd.jpg,train,97
coco_119166_185902.jpg,train,72
coco_119308_442395.jpg,train,82
coco_119476_211515.jpg,train,189
coco_119502_423694.jpg,train,89
coco_119876_189198.jpg,train,56
coco_119939_crowd.jpg,train,71
coco_119964_2162942.jpg,train,88
coco_120099_183502.jpg,train,90
coco_12020_crowd.jpg,train,100
coco_120234_438631.jpg,train,58
coco_120340_crowd.jpg,train,92
coco_120356_190848.jpg,train,98
coco_120745_2149090.jpg,train,62
coco_120783_2158567.jpg,train,93
coco_120964_crowd.jpg,train,74
coco_121006_475911.jpg,train,67
coco_121381_440512.jpg,train,60
coco_121534_crowd.jpg,train,79
coco_121570_197138.jpg,train,90
coco_121788_487284.jpg,train,71
coco_121849_465697.jpg,train,78
coco_122120_438078.jpg,train,78
coco_122135_crowd.jpg,train,105
coco_122161_crowd.jpg,train,117
coco_122199_crowd.jpg,train,76
coco_12238_206281.jpg,train,85
coco_122413_185666.jpg,train,74
coco_12269_483662.jpg,train,121
coco_122766_456409.jpg,train,56
coco_123137_crowd.jpg,train,93
coco_123360_crowd.jpg,train,125
coco_12343_2153230.jpg,train,78
coco_123570_crowd.jpg,train,96
coco_12370_199325.jpg,train,100
coco_123964_crowd.jpg,train,82
coco_124387_429580.jpg,train,64
coco_124620_496265.jpg,train,133
coco_124684_1748227.jpg,train,131
coco_124796_436372.jpg,train,110
coco_124873_crowd.jpg,train,73
coco_124949_crowd.jpg,train,95
coco_125071_481692.jpg,train,101
coco_125707_1208254.jpg,train,115
coco_125873_crowd.jpg,train,103
coco_125983_crowd.jpg,train,68
coco_126123_crowd.jpg,train,80
coco_126257_467497.jpg,train,113
coco_126564_426181.jpg,train,88
coco_126606_crowd.jpg,train,97
coco_126727_1727781.jpg,train,81
coco_126833_crowd.jpg,train,91
coco_126895_crowd.jpg,train,86
coco_127474_crowd.jpg,train,80
coco_12754_crowd.jpg,train,106
coco_127669_1246977.jpg,train,52
coco_127990_430340.jpg,train,68
coco_128140_2153839.jpg,train,89
coco_12817_507541.jpg,train,74
coco_128586_crowd.jpg,train,98
coco_128704_crowd.jpg,train,64
coco_128830_crowd.jpg,train,55
coco_128978_184933.jpg,train,58
coco_129100_crowd.jpg,train,70
coco_12927_207055.jpg,train,60
coco_12938_474528.jpg,train,120
coco_12947_crowd.jpg,train,69
coco_129690_crowd.jpg,train,98
coco_129706_447757.jpg,train,55
coco_129864_476006.jpg,train,51
coco_12991_1229234.jpg,train,53
coco_130240_438394.jpg,train,89
coco_130419_466828.jpg,train,79
coco_130432_430707.jpg,train,130
coco_130619_crowd.jpg,train,118
coco_130773_465703.jpg,train,79
coco_131018_512474.jpg,train,57
coco_13132_crowd.jpg,train,60
coco_131361_195698.jpg,train,107
coco_131661_457716.jpg,train,84
coco_13175_494305.jpg,train,70
coco_131804_212463.jpg,train,60
coco_131919_2159589.jpg,train,68
coco_132024_428695.jpg,train,58
coco_132272_465680.jpg,train,88
coco_132288_453843.jpg,train,53
coco_132644_451757.jpg,train,62
coco_132719_430915.jpg,train,71
coco_132791_200184.jpg,train,62
coco_132901_crowd.jpg,train,144
coco_13296_crowd.jpg,train,58
coco_133042_crowd.jpg,train,91
coco_133090_crowd.jpg,train,93
coco_133327_432446.jpg,train,93
coco_133608_crowd.jpg,train,92
coco_133680_crowd.jpg,train,85
coco_133690_189310.jpg,train,103
coco_13379_459244.jpg,train,114
coco_133869_crowd.jpg,train,103
coco_134098_452363.jpg,train,66
coco_134198_466050.jpg,train,59
coco_134285_458346.jpg,train,92
coco_134386_crowd.jpg,train,55
coco_134618_474368.jpg,train,98
coco_134926_445902.jpg,train,76
coco_134981_crowd.jpg,train,126
coco_135281_crowd.jpg,train,76
coco_135356_431425.jpg,train,134
coco_135785_crowd.jpg,train,74
coco_135846_crowd.jpg,train,92
coco_136042_184569.jpg,train,85
coco_136143_505447.jpg,train,82
coco_136285_crowd.jpg,train,76
coco_13639_491811.jpg,train,76
coco_136501_431948.jpg,train,84
coco_136770_crowd.jpg,train,134
coco_136908_435207.jpg,train,65
coco_137330_crowd.jpg,train,124
coco_137362_crowd.jpg,train,71
coco_137586_187271.jpg,train,114
coco_137622_crowd.jpg,train,78
coco_137654_crowd.jpg,train,196
coco_137844_439528.jpg,train,190
coco_137992_474833.jpg,train,82
coco_138220_2157283.jpg,train,79
coco_138488_crowd.jpg,train,79
coco_138503_crowd.jpg,train,162
coco_13867_2156543.jpg,train,74
coco_13892_2152627.jpg,train,91
coco_138937_1748858.jpg,train,78
coco_138995_470909.jpg,train,80
coco_139140_189148.jpg,train,100
coco_139261_2164586.jpg,train,124
coco_139294_crowd.jpg,train,138
coco_13943_1733354.jpg,train,100
coco_139512_192239.jpg,train,106
coco_139637_190415.jpg,train,60
coco_139969_crowd.jpg,train,79
coco_140007_481005.jpg,train,68
coco_140068_crowd.jpg,train,76
coco_140087_479004.jpg,train,73
coco_140263_487867.jpg,train,87
coco_14029_461659.jpg,train,75
coco_14041_428879.jpg,train,134
coco_140465_218579.jpg,train,67
coco_140785_crowd.jpg,train,70
coco_140963_crowd.jpg,train,113
coco_141197_439314.jpg,train,71
coco_141205_crowd.jpg,train,78
coco_14135_448395.jpg,train,53
coco_141416_crowd.jpg,train,109
coco_141634_218410.jpg,train,49
coco_141651_crowd.jpg,train,60
coco_14167_crowd.jpg,train,79
coco_14175_428718.jpg,train,104
coco_141887_459994.jpg,train,62
coco_141962_480221.jpg,train,91
coco_142261_212980.jpg,train,50
coco_142386_crowd.jpg,train,85
coco_142574_crowd.jpg,train,70
coco_142667_crowd.jpg,train,131
coco_142718_crowd.jpg,train,72
coco_143101_428852.jpg,train,84
coco_143103_crowd.jpg,train,65
coco_143107_2198438.jpg,train,50
coco_143143_crowd.jpg,train,72
coco_143305_crowd.jpg,train,130
coco_143479_494756.jpg,train,132
coco_143554_2160697.jpg,train,62
coco_143576_477064.jpg,train,85
coco_143582_213182.jpg,train,96
coco_143737_crowd.jpg,train,64
coco_143901_441115.jpg,train,94
coco_143908_183103.jpg,train,84
coco_144273_crowd.jpg,train,94
coco_14428_454926.jpg,train,94
coco_144379_456845.jpg,train,127
coco_14470_crowd.jpg,train,78
coco_144795_184785.jpg,train,96
coco_144862_crowd.jpg,train,106
coco_144929_1726388.jpg,train,52
coco_145025_184608.jpg,train,63
coco_145378_crowd.jpg,train,56
coco_145422_crowd.jpg,train,71
coco_14547_2164208.jpg,train,94
coco_145604_crowd.jpg,train,81
coco_145684_2151348.jpg,train,67
coco_145734_crowd.jpg,train,110
coco_145824_478136.jpg,train,81
coco_145831_crowd.jpg,train,93
coco_146112_crowd.jpg,train,124
coco_146123_435727.jpg,train,66
coco_146150_crowd.jpg,train,89
coco_146190_509246.jpg,train,118
coco_146193_462987.jpg,train,89
coco_146240_crowd.jpg,train,126
coco_14635_crowd.jpg,train,100
coco_146448_crowd.jpg,train,87
coco_146487_crowd.jpg,train,52
coco_146676_450352.jpg,train,162
coco_146723_445208.jpg,train,64
coco_146742_427175.jpg,train,109
coco_146837_209577.jpg,train,51
coco_146855_490150.jpg,train,84
coco_147101_crowd.jpg,train,102
coco_147346_crowd.jpg,train,149
coco_147393_455425.jpg,train,83
coco_147471_crowd.jpg,train,104
coco_147488_2164997.jpg,train,74
coco_147653_468009.jpg,train,40
coco_147958_445781.jpg,train,107
coco_147979_185410.jpg,train,51
coco_148193_193476.jpg,train,60
coco_148243_crowd.jpg,train,100
coco_148526_crowd.jpg,train,134
coco_14874_477826.jpg,train,138
coco_148843_185616.jpg,train,87
coco_148911_441338.jpg,train,53
coco_149014_2160586.jpg,train,77
coco_149470_444070.jpg,train,78
coco_149571_490214.jpg,train,49
coco_149592_crowd.jpg,train,50
coco_149669_crowd.jpg,train,113
coco_149780_445988.jpg,train,59
coco_149903_206433.jpg,train,72
coco_149962_444159.jpg,train,172
coco_150088_470874.jpg,train,107
coco_150292_crowd.jpg,train,106
coco_150317_438392.jpg,train,80
coco_15032_422388.jpg,train,118
coco_150342_crowd.jpg,train,116
coco_150410_223089.jpg,train,65
coco_150508_430777.jpg,train,144
coco_15050_436331.jpg,train,120
coco_150533_448224.jpg,train,48
coco_150834_crowd.jpg,train,95
coco_151084_545144.jpg,train,90
coco_151138_436430.jpg,train,58
coco_151159_crowd.jpg,train,90
coco_151338_crowd.jpg,train,71
coco_151896_204594.jpg,train,79
coco_151988_crowd.jpg,train,49
coco_152211_470746.jpg,train,77
coco_152258_crowd.jpg,train,112
coco_152543_crowd.jpg,train,76
coco_152702_188979.jpg,train,119
coco_153013_crowd.jpg,train,92
coco_153520_crowd.jpg,train,50
coco_153631_crowd.jpg,train,87
coco_153692_205626.jpg,train,74
coco_153717_196338.jpg,train,79
coco_153803_crowd.jpg,train,114
coco_153822_442463.jpg,train,70
coco_154139_458904.jpg,train,72
coco_154154_crowd.jpg,train,92
coco_154254_1724964.jpg,train,81
coco_154263_crowd.jpg,train,94
coco_154497_crowd.jpg,train,125
coco_154861_439889.jpg,train,61
coco_154884_crowd.jpg,train,140
coco_155007_crowd.jpg,train,73
coco_155465_541460.jpg,train,106
coco_155466_crowd.jpg,train,41
coco_15559_477109.jpg,train,80
coco_155644_crowd.jpg,train,97
coco_155873_219427.jpg,train,57
coco_156246_468936.jpg,train,68
coco_156324_431279.jpg,train,70
coco_156375_479282.jpg,train,78
coco_1563_439971.jpg,train,101
coco_156497_225733.jpg,train,119
coco_156636_443159.jpg,train,73
coco_156747_1246968.jpg,train,84
coco_156756_197419.jpg,train,60
coco_156889_crowd.jpg,train,118
coco_157053_216631.jpg,train,86
coco_157352_crowd.jpg,train,57
coco_157417_202549.jpg,train,81
coco_15778_crowd.jpg,train,59
coco_157862_446307.jpg,train,76
coco_157948_463292.jpg,train,75
coco_157960_crowd.jpg,train,93
coco_15810_crowd.jpg,train,98
coco_158292_crowd.jpg,train,86
coco_158440_1205452.jpg,train,93
coco_158466_479116.jpg,train,78
coco_15883_461431.jpg,train,102
coco_158887_crowd.jpg,train,70
coco_158922_1218440.jpg,train,55
coco_158924_453171.jpg,train,78
coco_1592_438895.jpg,train,59
coco_159372_535531.jpg,train,67
coco_159377_crowd.jpg,train,76
coco_159832_429095.jpg,train,75
coco_159898_crowd.jpg,train,88
coco_159969_448335.jpg,train,110
coco_160126_454260.jpg,train,77
coco_160166_crowd.jpg,train,126
coco_160190_183953.jpg,train,71
coco_160195_crowd.jpg,train,62
coco_160341_422571.jpg,train,126
coco_160351_453630.jpg,train,86
coco_160531_191294.jpg,train,86
coco_16064_crowd.jpg,train,56
coco_160652_443661.jpg,train,96
coco_161112_184642.jpg,train,76
coco_161517_crowd.jpg,train,134
coco_161567_crowd.jpg,train,73
coco_161586_465593.jpg,train,122
coco_161810_crowd.jpg,train,102
coco_162021_crowd.jpg,train,85
coco_162067_crowd.jpg,train,188
coco_162362_crowd.jpg,train,99
coco_162363_1211104.jpg,train,140
coco_16237_2161396.jpg,train,78
coco_162429_crowd.jpg,train,72
coco_162627_187838.jpg,train,73
coco_162774_437478.jpg,train,50
coco_162855_487908.jpg,train,87
coco_163112_502363.jpg,train,93
coco_163127_2162148.jpg,train,52
coco_163139_crowd.jpg,train,104
coco_163260_crowd.jpg,train,93
coco_163518_449479.jpg,train,104
coco_163540_crowd.jpg,train,159
coco_163543_490545.jpg,train,98
coco_163575_190842.jpg,train,86
coco_163755_crowd.jpg,train,63
coco_163782_crowd.jpg,train,112
coco_163814_422323.jpg,train,94
coco_164135_448481.jpg,train,63
coco_164835_crowd.jpg,train,70
coco_164848_456576.jpg,train,129
coco_16497_2162521.jpg,train,91
coco_165012_430978.jpg,train,67
coco_165419_461362.jpg,train,49
coco_165476_crowd.jpg,train,134
coco_165986_crowd.jpg,train,59
coco_166190_465451.jpg,train,81
coco_166255_crowd.jpg,train,102
coco_166392_509391.jpg,train,69
coco_166624_434824.jpg,train,58
coco_167074_468753.jpg,train,64
coco_167082_1714224.jpg,train,94
coco_167235_484150.jpg,train,131
coco_167270_422120.jpg,train,40
coco_167273_1718257.jpg,train,57
coco_167724_1727254.jpg,train,89
coco_167792_crowd.jpg,train,63
coco_167854_200479.jpg,train,109
coco_168162_crowd.jpg,train,72
coco_16817_474744.jpg,train,107
coco_168231_426195.jpg,train,110
coco_168248_1270104.jpg,train,65
coco_168340_449931.jpg,train,58
coco_168355_476084.jpg,train,83
coco_168580_crowd.jpg,train,66
coco_168775_196173.jpg,train,100
coco_168781_189407.jpg,train,119
coco_168797_433467.jpg,train,79
coco_16879_crowd.jpg,train,100
coco_168811_crowd.jpg,train,83
coco_169028_462839.jpg,train,58
coco_169331_crowd.jpg,train,98
coco_169436_487049.jpg,train,91
coco_169500_470526.jpg,train,57
coco_169514_2156153.jpg,train,78
coco_169539_2205730.jpg,train,77
coco_16961_crowd.jpg,train,157
coco_169648_470371.jpg,train,87
coco_169690_448283.jpg,train,130
coco_169972_255747.jpg,train,91
coco_170000_2158669.jpg,train,102
coco_17003_429752.jpg,train,82
coco_1700_429163.jpg,train,56
coco_170127_crowd.jpg,train,78
coco_170173_crowd.jpg,train,125
coco_170178_crowd.jpg,train,144
coco_17018_crowd.jpg,train,88
coco_170640_196235.jpg,train,102
coco_170852_453320.jpg,train,86
coco_17095_185469.jpg,train,71
coco_171016_2156022.jpg,train,77
coco_171351_196090.jpg,train,76
coco_171371_crowd.jpg,train,77
coco_171443_444580.jpg,train,84
coco_171524_crowd.jpg,train,35
coco_171546_506814.jpg,train,81
coco_171622_503737.jpg,train,48
coco_171762_421113.jpg,train,68
coco_171880_442195.jpg,train,78
coco_171962_226419.jpg,train,94
coco_172342_crowd.jpg,train,133
coco_172408_crowd.jpg,train,79
coco_17244_207651.jpg,train,84
coco_17267_crowd.jpg,train,92
coco_172952_crowd.jpg,train,115
coco_17311_228138.jpg,train,69
coco_173161_crowd.jpg,train,111
coco_173229_424050.jpg,train,64
coco_173245_1712261.jpg,train,79
coco_173340_475815.jpg,train,118
coco_173375_511930.jpg,train,63
coco_173400_1707079.jpg,train,80
coco_173514_450161.jpg,train,73
coco_173704_473740.jpg,train,105
coco_174043_crowd.jpg,train,81
coco_174145_crowd.jpg,train,89
coco_174313_201536.jpg,train,110
coco_174402_421097.jpg,train,118
coco_174603_crowd.jpg,train,79
coco_174633_crowd.jpg,train,82
coco_175024_187786.jpg,train,74
coco_175052_428891.jpg,train,105
coco_175506_crowd.jpg,train,109
coco_175653_421823.jpg,train,93
coco_175737_186439.jpg,train,115
coco_175831_crowd.jpg,train,125
coco_175863_465102.jpg,train,104
coco_175864_crowd.jpg,train,125
coco_176009_crowd.jpg,train,96
coco_176031_crowd.jpg,train,113
coco_176278_445000.jpg,train,124
coco_176519_crowd.jpg,train,74
coco_176595_209656.jpg,train,76
coco_177064_469970.jpg,train,60
coco_177338_crowd.jpg,train,57
coco_177919_crowd.jpg,train,73
coco_177938_crowd.jpg,train,63
coco_177952_518785.jpg,train,77
coco_177953_crowd.jpg,train,81
coco_178283_438561.jpg,train,51
coco_178446_crowd.jpg,train,92
coco_178587_476528.jpg,train,95
coco_17869_192266.jpg,train,119
coco_179199_1211644.jpg,train,72
coco_179374_crowd.jpg,train,92
coco_179584_crowd.jpg,train,63
coco_179599_430428.jpg,train,117
coco_179960_crowd.jpg,train,132
coco_180283_458955.jpg,train,89
coco_180289_200392.jpg,train,75
coco_180718_2162559.jpg,train,57
coco_180984_crowd.jpg,train,92
coco_181026_486073.jpg,train,76
coco_181133_235868.jpg,train,55
coco_181296_191215.jpg,train,95
coco_181383_crowd.jpg,train,81
coco_18158_crowd.jpg,train,76
coco_181677_crowd.jpg,train,90
coco_181786_428830.jpg,train,70
coco_181805_492933.jpg,train,68
coco_181980_crowd.jpg,train,116
coco_182339_212093.jpg,train,119
coco_182523_crowd.jpg,train,65
coco_182715_494733.jpg,train,123
coco_183176_crowd.jpg,train,75
coco_183393_188283.jpg,train,114
coco_18358_2157234.jpg,train,67
coco_183620_crowd.jpg,train,82
coco_183677_crowd.jpg,train,125
coco_183843_518810.jpg,train,85
coco_183905_1238988.jpg,train,83
coco_183970_430732.jpg,train,63
coco_18426_221205.jpg,train,130
coco_184295_crowd.jpg,train,90
coco_18444_475225.jpg,train,50
coco_184929_crowd.jpg,train,106
coco_184972_crowd.jpg,train,132
coco_185156_207003.jpg,train,84
coco_185201_449648.jpg,train,67
coco_185240_crowd.jpg,train,67
coco_185305_465817.jpg,train,75
coco_185598_432361.jpg,train,59
coco_185639_463938.jpg,train,75
coco_185838_421698.jpg,train,59
coco_186026_497477.jpg,train,65
coco_186036_crowd.jpg,train,64
coco_186095_190009.jpg,train,72
coco_186218_crowd.jpg,train,73
coco_187132_1706953.jpg,train,73
coco_187244_456351.jpg,train,66
coco_18728_427604.jpg,train,100
coco_187533_crowd.jpg,train,163
coco_187795_crowd.jpg,train,114
coco_18783_221996.jpg,train,112
coco_187857_crowd.jpg,train,90
coco_18794_479722.jpg,train,48
coco_188308_crowd.jpg,train,55
coco_188386_crowd.jpg,train,40
coco_188460_194891.jpg,train,137
coco_188866_559214.jpg,train,116
coco_188946_519929.jpg,train,82
coco_18896_1716680.jpg,train,112
coco_189103_432990.jpg,train,61
coco_189193_200945.jpg,train,96
coco_189267_497826.jpg,train,65
coco_189368_423373.jpg,train,63
coco_189936_crowd.jpg,train,105
coco_190313_crowd.jpg,train,83
coco_190423_crowd.jpg,train,107
coco_190689_446643.jpg,train,77
coco_190829_crowd.jpg,train,110
coco_190907_crowd.jpg,train,131
coco_190995_500908.jpg,train,110
coco_191000_429954.jpg,train,102
coco_191112_crowd.jpg,train,103
coco_191158_449567.jpg,train,66
coco_191169_203203.jpg,train,71
coco_19157_crowd.jpg,train,50
coco_191687_crowd.jpg,train,69
coco_191758_crowd.jpg,train,79
coco_191981_436593.jpg,train,82
coco_192039_454228.jpg,train,76
coco_192095_463010.jpg,train,120
coco_192181_475691.jpg,train,74
coco_192362_525904.jpg,train,69
coco_192656_472911.jpg,train,78
coco_192932_2153320.jpg,train,72
coco_19322_198344.jpg,train,90
coco_193349_crowd.jpg,train,115
coco_193388_2153606.jpg,train,73
coco_193401_204678.jpg,train,55
coco_193474_439622.jpg,train,123
coco_193605_424659.jpg,train,241
coco_193622_203419.jpg,train,52
coco_193968_crowd.jpg,train,49
coco_194013_216425.jpg,train,63
coco_194153_1732951.jpg,train,95
coco_194440_188744.jpg,train,82
coco_19444_crowd.jpg,train,121
coco_194704_428478.jpg,train,124
coco_195408_186295.jpg,train,57
coco_195594_1228727.jpg,train,63
coco_195673_457752.jpg,train,53
coco_195697_459356.jpg,train,63
coco_195750_crowd.jpg,train,82
coco_195798_crowd.jpg,train,115
coco_195862_crowd.jpg,train,90
coco_195955_crowd.jpg,train,69
coco_196046_crowd.jpg,train,96
coco_196212_442485.jpg,train,68
coco_196280_423860.jpg,train,105
coco_196458_428842.jpg,train,53
coco_196490_crowd.jpg,train,128
coco_196506_229353.jpg,train,93
coco_196574_436289.jpg,train,67
coco_196660_1228818.jpg,train,69
coco_19716_493874.jpg,train,94
coco_197280_crowd.jpg,train,95
coco_197352_crowd.jpg,train,73
coco_197492_440074.jpg,train,82
coco_197683_crowd.jpg,train,66
coco_198004_crowd.jpg,train,70
coco_198120_crowd.jpg,train,75
coco_198352_203728.jpg,train,70
coco_198447_crowd.jpg,train,112
coco_198486_441361.jpg,train,89
coco_198645_469576.jpg,train,110
coco_198972_212382.jpg,train,59
coco_19904_crowd.jpg,train,55
coco_199215_crowd.jpg,train,128
coco_199387_438359.jpg,train,165
coco_199403_452019.jpg,train,65
coco_199404_1727460.jpg,train,141
coco_199481_193037.jpg,train,93
coco_199540_423847.jpg,train,112
coco_199876_crowd.jpg,train,75
coco_199883_crowd.jpg,train,69
coco_199962_184371.jpg,train,94
coco_200058_501996.jpg,train,91
coco_200168_1259309.jpg,train,117
coco_200563_480814.jpg,train,57
coco_200572_448340.jpg,train,177
coco_200605_464518.jpg,train,88
coco_200668_crowd.jpg,train,60
coco_200717_432734.jpg,train,108
coco_200745_crowd.jpg,train,107
coco_201141_473135.jpg,train,100
coco_201207_crowd.jpg,train,73
coco_201305_1722671.jpg,train,71
coco_201498_500301.jpg,train,67
coco_2014_crowd.jpg,train,68
coco_20161_441585.jpg,train,63
coco_20178_510695.jpg,train,100
coco_201899_195555.jpg,train,107
coco_202389_1725195.jpg,train,102
coco_20254_431085.jpg,train,71
coco_203085_252626.jpg,train,118
coco_203119_498908.jpg,train,84
coco_203239_crowd.jpg,train,82
coco_203345_crowd.jpg,train,149
coco_20342_crowd.jpg,train,109
coco_203631_456035.jpg,train,88
coco_203669_422319.jpg,train,59
coco_203747_crowd.jpg,train,90
coco_204049_462138.jpg,train,69
coco_20410_202365.jpg,train,139
coco_204162_492272.jpg,train,79
coco_204232_crowd.jpg,train,68
coco_204525_466308.jpg,train,80
coco_204767_crowd.jpg,train,140
coco_204943_crowd.jpg,train,126
coco_205002_229246.jpg,train,54
coco_205134_506473.jpg,train,94
coco_205238_425389.jpg,train,93
coco_205504_422043.jpg,train,167
coco_205573_crowd.jpg,train,114
coco_205670_184277.jpg,train,125
coco_205676_crowd.jpg,train,86
coco_206268_193101.jpg,train,67
coco_206381_194422.jpg,train,114
coco_206417_crowd.jpg,train,68
coco_20641_crowd.jpg,train,101
coco_20671_201364.jpg,train,110
coco_206851_crowd.jpg,train,75
coco_206859_crowd.jpg,train,82
coco_206907_crowd.jpg,train,110
coco_207019_468566.jpg,train,99
coco_207177_509764.jpg,train,63
coco_207178_crowd.jpg,train,94
coco_207437_crowd.jpg,train,46
coco_207458_423088.jpg,train,80
coco_207548_crowd.jpg,train,77
coco_207611_crowd.jpg,train,93
coco_207670_crowd.jpg,train,114
coco_20788_442081.jpg,train,83
coco_207969_crowd.jpg,train,116
coco_208031_204952.jpg,train,52
coco_208107_crowd.jpg,train,58
coco_208283_233714.jpg,train,69
coco_208476_451741.jpg,train,56
coco_208517_crowd.jpg,train,88
coco_208549_193408.jpg,train,93
coco_208566_465314.jpg,train,102
coco_208808_2166358.jpg,train,137
coco_208871_207393.jpg,train,80
coco_20904_crowd.jpg,train,96
