scheme,filename,source_width,source_height,source_aspect_ratio,bucket,bucket_width,bucket_height,bucket_aspect_ratio,scale,resized_width,resized_height,crop_width_px,crop_height_px,crop_area_fraction,retained_area_fraction
conservative_9,coco_102908_430597.jpg,424,640,0.6625,768x1280,768,1280,0.6,2.0,848.0,1280.0,80.0,0.0,0.09433962264150944,0.9056603773584906
conservative_9,coco_102928_447164.jpg,421,640,0.6578125,768x1280,768,1280,0.6,2.0,842.0,1280.0,74.0,0.0,0.08788598574821853,0.9121140142517815
conservative_9,coco_103114_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_103134_crowd.jpg,640,429,1.491841491841492,1280x768,1280,768,1.6666666666666667,2.0,1280.0,858.0,0.0,90.0,0.1048951048951049,0.8951048951048951
conservative_9,coco_103163_crowd.jpg,612,612,1.0,1024x1024,1024,1024,1.0,1.673202614379085,1024.0,1024.0,0.0,0.0,0.0,1.0
conservative_9,coco_103227_486387.jpg,640,566,1.1307420494699647,1024x1024,1024,1024,1.0,1.8091872791519434,1157.8798586572439,1024.0,133.87985865724386,0.0,0.11562500000000003,0.884375
conservative_9,coco_103413_497545.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_103431_crowd.jpg,640,548,1.167883211678832,1152x896,1152,896,1.2857142857142858,1.8,1152.0,986.4,0.0,90.39999999999998,0.09164639091646394,0.908353609083536
conservative_9,coco_103462_1723204.jpg,640,517,1.2379110251450678,1152x896,1152,896,1.2857142857142858,1.8,1152.0,930.6,0.0,34.60000000000002,0.03718031377605842,0.9628196862239415
conservative_9,coco_103491_1238096.jpg,417,640,0.6515625,768x1280,768,1280,0.6,2.0,834.0,1280.0,66.0,0.0,0.07913669064748201,0.920863309352518
conservative_9,coco_103579_crowd.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_103697_435277.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_103747_426229.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_103837_208307.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_103855_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_103873_crowd.jpg,640,522,1.2260536398467432,1152x896,1152,896,1.2857142857142858,1.8,1152.0,939.6,0.0,43.60000000000002,0.04640272456364406,0.953597275436356
conservative_9,coco_10393_207348.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_104221_crowd.jpg,500,334,1.4970059880239521,1280x768,1280,768,1.6666666666666667,2.56,1280.0,855.04,0.0,87.03999999999996,0.1017964071856287,0.8982035928143713
conservative_9,coco_104340_crowd.jpg,425,640,0.6640625,768x1280,768,1280,0.6,2.0,850.0,1280.0,82.0,0.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_104393_crowd.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_104406_446594.jpg,612,612,1.0,1024x1024,1024,1024,1.0,1.673202614379085,1024.0,1024.0,0.0,0.0,0.0,1.0
conservative_9,coco_104422_501299.jpg,437,640,0.6828125,768x1280,768,1280,0.6,2.0,874.0,1280.0,106.0,0.0,0.12128146453089245,0.8787185354691075
conservative_9,coco_104453_480966.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_104563_510122.jpg,640,429,1.491841491841492,1280x768,1280,768,1.6666666666666667,2.0,1280.0,858.0,0.0,90.0,0.1048951048951049,0.8951048951048951
conservative_9,coco_10463_503497.jpg,640,446,1.4349775784753362,1152x896,1152,896,1.2857142857142858,2.008968609865471,1285.7399103139014,896.0,133.73991031390142,0.0,0.10401785714285719,0.8959821428571428
conservative_9,coco_104715_474045.jpg,426,640,0.665625,768x1280,768,1280,0.6,2.0,852.0,1280.0,84.0,0.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_104751_465120.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_105053_448498.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_105303_450705.jpg,640,420,1.5238095238095237,1280x768,1280,768,1.6666666666666667,2.0,1280.0,840.0,0.0,72.0,0.08571428571428572,0.9142857142857143
conservative_9,coco_105448_423022.jpg,430,640,0.671875,768x1280,768,1280,0.6,2.0,860.0,1280.0,92.0,0.0,0.10697674418604651,0.8930232558139535
conservative_9,coco_105518_215078.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_105647_crowd.jpg,640,429,1.491841491841492,1280x768,1280,768,1.6666666666666667,2.0,1280.0,858.0,0.0,90.0,0.1048951048951049,0.8951048951048951
conservative_9,coco_105872_crowd.jpg,640,508,1.2598425196850394,1152x896,1152,896,1.2857142857142858,1.8,1152.0,914.4,0.0,18.399999999999977,0.020122484689413866,0.9798775153105861
conservative_9,coco_105974_452683.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_105996_192826.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_106046_443527.jpg,426,640,0.665625,768x1280,768,1280,0.6,2.0,852.0,1280.0,84.0,0.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_106073_427113.jpg,424,640,0.6625,768x1280,768,1280,0.6,2.0,848.0,1280.0,80.0,0.0,0.09433962264150944,0.9056603773584906
conservative_9,coco_106096_437341.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_106172_202939.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_106228_crowd.jpg,640,403,1.588089330024814,1280x768,1280,768,1.6666666666666667,2.0,1280.0,806.0,0.0,38.0,0.04714640198511166,0.9528535980148883
conservative_9,coco_106314_crowd.jpg,427,640,0.6671875,768x1280,768,1280,0.6,2.0,854.0,1280.0,86.0,0.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_106375_195245.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_10644_crowd.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_106484_216046.jpg,425,640,0.6640625,768x1280,768,1280,0.6,2.0,850.0,1280.0,82.0,0.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_106508_185226.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_106739_crowd.jpg,339,500,0.678,768x1280,768,1280,0.6,2.56,867.84,1280.0,99.84000000000003,0.0,0.11504424778761058,0.8849557522123894
conservative_9,coco_106810_198201.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_106900_crowd.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_10698_488022.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_107004_crowd.jpg,578,640,0.903125,1024x1024,1024,1024,1.0,1.7716262975778547,1024.0,1133.840830449827,0.0,109.84083044982708,0.09687500000000007,0.903125
conservative_9,coco_107227_206584.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_107360_482940.jpg,598,640,0.934375,1024x1024,1024,1024,1.0,1.7123745819397993,1024.0,1095.9197324414715,0.0,71.91973244147152,0.06562499999999996,0.9343750000000001
conservative_9,coco_107661_crowd.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_107741_crowd.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_10779_199503.jpg,532,640,0.83125,896x1152,896,1152,0.7777777777777778,1.8,957.6,1152.0,61.60000000000002,0.0,0.06432748538011691,0.9356725146198831
conservative_9,coco_107853_433157.jpg,640,439,1.457858769931663,1152x896,1152,896,1.2857142857142858,2.041002277904328,1306.24145785877,896.0000000000001,154.24145785877,1.1368683772161603e-13,0.11808035714285732,0.8819196428571426
conservative_9,coco_107964_441251.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_107990_231565.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_108056_491704.jpg,426,640,0.665625,768x1280,768,1280,0.6,2.0,852.0,1280.0,84.0,0.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_108094_crowd.jpg,471,640,0.7359375,896x1152,896,1152,0.7777777777777778,1.9023354564755839,896.0,1217.4946921443736,0.0,65.49469214437363,0.053794642857142846,0.9462053571428571
conservative_9,coco_108130_crowd.jpg,500,375,1.3333333333333333,1152x896,1152,896,1.2857142857142858,2.3893333333333335,1194.6666666666667,896.0000000000001,42.66666666666674,1.1368683772161603e-13,0.03571428571428585,0.9642857142857142
conservative_9,coco_108272_crowd.jpg,640,499,1.282565130260521,1152x896,1152,896,1.2857142857142858,1.8,1152.0,898.2,0.0,2.2000000000000455,0.0024493431307058785,0.9975506568692941
conservative_9,coco_108425_458108.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_108803_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_108838_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_108953_202629.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_109229_442795.jpg,514,640,0.803125,896x1152,896,1152,0.7777777777777778,1.8,925.2,1152.0,29.200000000000045,0.0,0.031560743623000556,0.9684392563769995
conservative_9,coco_109231_crowd.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_109308_455663.jpg,425,640,0.6640625,768x1280,768,1280,0.6,2.0,850.0,1280.0,82.0,0.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_109403_crowd.jpg,469,640,0.7328125,896x1152,896,1152,0.7777777777777778,1.9104477611940298,896.0,1222.686567164179,0.0,70.686567164179,0.05781249999999992,0.9421875000000001
conservative_9,coco_109503_451150.jpg,500,443,1.1286681715575622,1024x1024,1024,1024,1.0,2.311512415349887,1155.7562076749434,1023.9999999999999,131.75620767494343,0.0,0.11399999999999971,0.8860000000000002
conservative_9,coco_109539_1693850.jpg,502,640,0.784375,896x1152,896,1152,0.7777777777777778,1.8,903.6,1152.0,7.600000000000023,0.0,0.008410801239486565,0.9915891987605134
conservative_9,coco_109889_462962.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_110052_1713165.jpg,427,640,0.6671875,768x1280,768,1280,0.6,2.0,854.0,1280.0,86.0,0.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_110460_2155346.jpg,640,499,1.282565130260521,1152x896,1152,896,1.2857142857142858,1.8,1152.0,898.2,0.0,2.2000000000000455,0.0024493431307058785,0.9975506568692941
conservative_9,coco_110482_186245.jpg,427,640,0.6671875,768x1280,768,1280,0.6,2.0,854.0,1280.0,86.0,0.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_110551_crowd.jpg,640,429,1.491841491841492,1280x768,1280,768,1.6666666666666667,2.0,1280.0,858.0,0.0,90.0,0.1048951048951049,0.8951048951048951
conservative_9,coco_110618_429345.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_110769_430102.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_111104_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_111109_428598.jpg,412,640,0.64375,768x1280,768,1280,0.6,2.0,824.0,1280.0,56.0,0.0,0.06796116504854369,0.9320388349514563
conservative_9,coco_111409_196374.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_111629_506011.jpg,428,640,0.66875,768x1280,768,1280,0.6,2.0,856.0,1280.0,88.0,0.0,0.102803738317757,0.897196261682243
conservative_9,coco_111644_470789.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_111825_crowd.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_111907_474705.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_111909_220992.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_111910_438900.jpg,640,451,1.419068736141907,1152x896,1152,896,1.2857142857142858,1.9866962305986697,1271.4855875831486,896.0,119.48558758314857,0.0,0.09397321428571424,0.9060267857142857
conservative_9,coco_111944_471889.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_112160_457119.jpg,640,453,1.4128035320088301,1152x896,1152,896,1.2857142857142858,1.9779249448123621,1265.8719646799118,896.0,113.8719646799118,0.0,0.08995535714285731,0.9100446428571427
conservative_9,coco_112568_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_112582_437271.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_112816_425229.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_112949_427025.jpg,429,640,0.6703125,768x1280,768,1280,0.6,2.0,858.0,1280.0,90.0,0.0,0.1048951048951049,0.8951048951048951
conservative_9,coco_113019_433623.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_113095_449370.jpg,428,640,0.66875,768x1280,768,1280,0.6,2.0,856.0,1280.0,88.0,0.0,0.102803738317757,0.897196261682243
conservative_9,coco_11316_483796.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_113233_427487.jpg,612,612,1.0,1024x1024,1024,1024,1.0,1.673202614379085,1024.0,1024.0,0.0,0.0,0.0,1.0
conservative_9,coco_113294_1719500.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_11340_crowd.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_113588_crowd.jpg,425,640,0.6640625,768x1280,768,1280,0.6,2.0,850.0,1280.0,82.0,0.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_113590_crowd.jpg,640,425,1.5058823529411764,1280x768,1280,768,1.6666666666666667,2.0,1280.0,850.0,0.0,82.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_113756_crowd.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_113975_crowd.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_113989_535870.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_114055_crowd.jpg,457,640,0.7140625,896x1152,896,1152,0.7777777777777778,1.960612691466083,896.0,1254.7921225382931,0.0,102.79212253829314,0.08191964285714287,0.9180803571428571
conservative_9,coco_114158_456142.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_114183_crowd.jpg,640,428,1.4953271028037383,1280x768,1280,768,1.6666666666666667,2.0,1280.0,856.0,0.0,88.0,0.102803738317757,0.897196261682243
conservative_9,coco_114239_192618.jpg,425,640,0.6640625,768x1280,768,1280,0.6,2.0,850.0,1280.0,82.0,0.0,0.09647058823529411,0.9035294117647059
conservative_9,coco_114291_crowd.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_114313_459479.jpg,640,427,1.4988290398126465,1280x768,1280,768,1.6666666666666667,2.0,1280.0,854.0,0.0,86.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_114352_457455.jpg,427,640,0.6671875,768x1280,768,1280,0.6,2.0,854.0,1280.0,86.0,0.0,0.10070257611241218,0.8992974238875878
conservative_9,coco_114481_crowd.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_11449_441049.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_114579_426649.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_114790_434462.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_114946_crowd.jpg,640,544,1.1764705882352942,1152x896,1152,896,1.2857142857142858,1.8,1152.0,979.2,0.0,83.20000000000005,0.08496732026143802,0.915032679738562
conservative_9,coco_115243_crowd.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
conservative_9,coco_115314_198441.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_11538_187867.jpg,640,480,1.3333333333333333,1152x896,1152,896,1.2857142857142858,1.8666666666666667,1194.6666666666667,896.0,42.66666666666674,0.0,0.03571428571428585,0.9642857142857142
conservative_9,coco_115579_479993.jpg,529,640,0.8265625,896x1152,896,1152,0.7777777777777778,1.8,952.2,1152.0,56.200000000000045,0.0,0.059021214030665944,0.940978785969334
conservative_9,coco_115584_490518.jpg,640,426,1.5023474178403755,1280x768,1280,768,1.6666666666666667,2.0,1280.0,852.0,0.0,84.0,0.09859154929577464,0.9014084507042254
conservative_9,coco_115626_184172.jpg,480,640,0.75,896x1152,896,1152,0.7777777777777778,1.8666666666666667,896.0,1194.6666666666667,0.0,42.66666666666674,0.03571428571428585,0.9642857142857142
