path,ok,width,height,nonzero_fraction,mean_intensity,max_intensity,bbox_fraction,error
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103462_1723204.png,True,640,517,0.019895430367504834,3.022950918762089,255,0.3001904013539652,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103491_1238096.png,True,417,640,0.023714778177458033,4.211668165467626,255,0.536166067146283,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103579_crowd.png,True,640,427,0.01718384074941452,3.19542593676815,255,0.2854947306791569,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103697_435277.png,True,640,427,0.01020930913348946,1.9281615925058548,255,0.13246487119437939,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103747_426229.png,True,640,427,0.00817110655737705,1.6008599238875878,255,0.0492827868852459,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103837_208307.png,True,640,428,0.01041179906542056,1.908082651869159,255,0.09371714369158879,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103855_crowd.png,True,640,480,0.031175130208333332,5.234235026041667,255,0.38080078125,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_103873_crowd.png,True,640,522,0.0313966714559387,5.233369252873564,255,0.4908045977011494,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_10393_207348.png,True,640,480,0.01755859375,3.028779296875,255,0.3031282552083333,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104221_crowd.png,True,500,334,0.02067065868263473,3.576760479041916,255,0.2929820359281437,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104340_crowd.png,True,425,640,0.031650735294117646,5.2209007352941175,255,0.5045625,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104393_crowd.png,True,640,427,0.03339066159250585,5.808130854800937,255,0.47112851288056207,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104406_446594.png,True,612,612,0.01145926780298176,2.025398885044214,255,0.11033950617283951,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104422_501299.png,True,437,640,0.025232408466819223,4.194969250572083,255,0.39149742562929063,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104453_480966.png,True,480,640,0.018821614583333333,3.2394401041666665,255,0.26947916666666666,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104563_510122.png,True,640,429,0.011443764568764569,2.1099832459207457,255,0.11050407925407925,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_10463_503497.png,True,640,446,0.009655269058295965,1.6339756165919284,255,0.07308015695067265,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104715_474045.png,True,426,640,0.012841109154929578,2.117818368544601,255,0.3747175762910798,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_104751_465120.png,True,480,640,0.00693359375,1.401728515625,255,0.027431640625,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105053_448498.png,True,640,425,0.007966911764705882,1.5686139705882354,255,0.056349264705882356,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105303_450705.png,True,640,420,0.00693452380952381,1.2597247023809524,255,0.03375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105448_423022.png,True,430,640,0.020425145348837208,3.511264534883721,255,0.4019985465116279,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105518_215078.png,True,640,427,0.01283665105386417,2.3830174180327868,255,0.12287763466042155,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105647_crowd.png,True,640,429,0.029898747086247086,5.889484994172494,255,0.508573717948718,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105872_crowd.png,True,640,508,0.051322588582677166,9.760190083661417,255,0.20843996062992126,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105974_452683.png,True,640,426,0.010721097417840376,1.992756015258216,255,0.12136517018779343,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_105996_192826.png,True,640,428,0.006655227803738318,1.3329913843457943,255,0.06448598130841121,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106046_443527.png,True,426,640,0.022762617370892017,3.5103102992957744,255,0.2955765845070423,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106073_427113.png,True,424,640,0.027192659198113207,4.179049970518868,255,0.5245798938679245,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106096_437341.png,True,480,640,0.025514322916666665,4.103753255208333,255,0.36296875,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106172_202939.png,True,640,425,0.01858823529411765,3.013816176470588,255,0.28768382352941174,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106228_crowd.png,True,640,403,0.025286910669975186,4.395118641439206,255,0.27188663151364767,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106314_crowd.png,True,427,640,0.03336870608899298,6.410011709601873,255,0.3570403981264637,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106375_195245.png,True,640,425,0.012091911764705882,2.1038014705882353,255,0.15533088235294118,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_10644_crowd.png,True,640,427,0.05523638758782201,10.207219701405153,255,0.6504098360655738,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106484_216046.png,True,425,640,0.02659191176470588,4.485595588235294,255,0.33656617647058823,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106508_185226.png,True,640,427,0.009129830210772833,1.6808804156908665,255,0.06542740046838408,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106739_crowd.png,True,339,500,0.047345132743362835,8.325769911504425,255,0.6214513274336283,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106810_198201.png,True,640,480,0.013649088541666667,2.3788020833333334,255,0.17154947916666666,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_106900_crowd.png,True,640,428,0.024101927570093457,4.259057389018691,255,0.30473130841121493,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_10698_488022.png,True,640,425,0.011606617647058823,2.1405588235294117,255,0.06910294117647059,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107004_crowd.png,True,578,640,0.05289251730103806,9.139995134083046,255,0.7044874567474049,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107227_206584.png,True,480,640,0.012887369791666667,2.2390787760416666,255,0.136318359375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107360_482940.png,True,598,640,0.02043791806020067,3.0970030309364547,255,0.3858695652173913,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107661_crowd.png,True,640,428,0.03269932827102804,5.531954585280374,255,0.5959915303738318,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107741_crowd.png,True,480,640,0.03825846354166667,6.6102506510416665,255,0.50125,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_10779_199503.png,True,532,640,0.026383341165413535,4.0413210761278195,255,0.6129288063909775,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107853_433157.png,True,640,439,0.007310649202733485,1.4752633826879271,255,0.033474515945330297,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107964_441251.png,True,640,425,0.008966911764705883,1.6730661764705883,255,0.10476838235294118,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_107990_231565.png,True,640,427,0.008873682669789227,1.7030188817330212,255,0.05824063231850117,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108056_491704.png,True,426,640,0.020576584507042254,3.526694542253521,255,0.20712661384976525,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108094_crowd.png,True,471,640,0.008124336518046709,1.7107882165605095,255,0.024124203821656053,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108130_crowd.png,True,500,375,0.027344,4.941797333333334,255,0.23681066666666667,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108272_crowd.png,True,640,499,0.03558366733466934,6.444016157314629,255,0.341811748496994,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108425_458108.png,True,640,480,0.008111979166666667,1.6030110677083333,255,0.03870442708333333,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108803_crowd.png,True,640,480,0.028401692708333332,4.869560546875,255,0.47122395833333336,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108838_crowd.png,True,640,480,0.0221875,3.990553385416667,255,0.4666471354166667,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_108953_202629.png,True,640,426,0.015353579812206572,2.670088761737089,255,0.1936913145539906,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109229_442795.png,True,514,640,0.011138132295719845,2.0449173151750974,255,0.15788849708171207,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109231_crowd.png,True,640,425,0.021294117647058824,3.9720036764705884,255,0.37476470588235294,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109308_455663.png,True,425,640,0.011753676470588236,2.1708125,255,0.18838235294117647,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109403_crowd.png,True,469,640,0.031200026652452025,5.5421475213219615,255,0.5411513859275053,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109503_451150.png,True,500,443,0.021205417607223477,3.840455981941309,255,0.16572460496613994,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109539_1693850.png,True,502,640,0.020178660358565737,3.281645293824701,255,0.17586528884462152,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_109889_462962.png,True,480,640,0.007828776041666667,1.4810481770833333,255,0.049830729166666664,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_110052_1713165.png,True,427,640,0.010791129976580795,2.0317622950819674,255,0.06501024590163934,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_110460_2155346.png,True,640,499,0.009644288577154308,1.8184274799599198,255,0.07401678356713427,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_110482_186245.png,True,427,640,0.006959894613583138,1.2674912177985949,255,0.053790983606557374,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_110551_crowd.png,True,640,429,0.014288315850815851,2.933916083916084,255,0.3494318181818182,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_110618_429345.png,True,640,427,0.01723507025761124,3.010297131147541,255,0.13028395784543326,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_110769_430102.png,True,640,480,0.011891276041666666,2.1340234375,255,0.14501302083333334,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111104_crowd.png,True,640,480,0.055882161458333336,9.703307291666667,255,0.5924348958333333,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111109_428598.png,True,412,640,0.02774954490291262,4.594102700242718,255,0.3715412621359223,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111409_196374.png,True,640,427,0.014366217798594847,2.407973507025761,255,0.1921875,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111629_506011.png,True,428,640,0.021864047897196263,3.5294903621495326,255,0.25984228971962614,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111644_470789.png,True,640,427,0.012558548009367681,2.318621926229508,255,0.10892857142857143,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111825_crowd.png,True,480,640,0.038603515625,6.45720703125,255,0.4224544270833333,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111907_474705.png,True,640,425,0.009566176470588236,1.8411764705882352,255,0.0495,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111909_220992.png,True,640,427,0.007453893442622951,1.4156762295081968,255,0.05285787470725995,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111910_438900.png,True,640,451,0.011831347006651885,1.995742100886918,255,0.08460365853658537,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_111944_471889.png,True,640,480,0.0069921875,1.37501953125,255,0.04443359375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_112160_457119.png,True,640,453,0.011786009933774835,2.030660182119205,255,0.09473992825607064,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_112568_crowd.png,True,640,480,0.038727213541666666,7.344244791666667,255,0.55173828125,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_112582_437271.png,True,480,640,0.017174479166666666,2.9004720052083335,255,0.2368359375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_112816_425229.png,True,640,428,0.011872079439252337,2.195703125,255,0.11785557827102804,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_112949_427025.png,True,429,640,0.01767555361305361,3.1286094114219116,255,0.3126456876456876,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113019_433623.png,True,480,640,0.01509765625,2.4401236979166665,255,0.15392252604166667,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113095_449370.png,True,428,640,0.014891209112149533,2.6353095794392525,255,0.08843823014018691,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_11316_483796.png,True,640,425,0.013676470588235293,2.4469963235294117,255,0.17196323529411764,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113233_427487.png,True,612,612,0.008896151053013798,1.6001804861378102,255,0.0703041565209962,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113294_1719500.png,True,640,427,0.007457552693208431,1.4682816159250585,255,0.027663934426229508,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_11340_crowd.png,True,640,426,0.020180457746478874,3.883575410798122,255,0.4375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113588_crowd.png,True,425,640,0.02336029411764706,3.9123786764705883,255,0.4610294117647059,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113590_crowd.png,True,640,425,0.02054779411764706,3.789643382352941,255,0.21500735294117648,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113756_crowd.png,True,640,426,0.023939994131455398,4.178418427230047,255,0.2600572183098592,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113975_crowd.png,True,640,428,0.02642742406542056,4.836141939252337,255,0.6062134929906542,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_113989_535870.png,True,640,426,0.01354900234741784,2.437844776995305,255,0.2122212441314554,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114055_crowd.png,True,457,640,0.0331714989059081,6.094967177242888,255,0.39256701312910286,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114158_456142.png,True,640,480,0.013880208333333333,2.4434244791666666,255,0.14404947916666666,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114183_crowd.png,True,640,428,0.0244852511682243,4.22118136682243,255,0.4271320093457944,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114239_192618.png,True,425,640,0.03056985294117647,5.127452205882353,255,0.3638970588235294,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114291_crowd.png,True,640,426,0.032317341549295775,5.480329372065728,255,0.6403462441314554,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114313_459479.png,True,640,427,0.012075526932084309,2.2304669203747074,255,0.08927107728337237,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114352_457455.png,True,427,640,0.016682523419203746,2.8089907786885244,255,0.17827868852459017,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114481_crowd.png,True,640,480,0.0200390625,3.5754069010416667,255,0.292958984375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_11449_441049.png,True,480,640,0.02884765625,4.631145833333333,255,0.463251953125,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114579_426649.png,True,640,480,0.012923177083333333,2.431360677083333,255,0.1369921875,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114790_434462.png,True,640,480,0.012757161458333333,1.7786165364583333,255,0.18859375,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_114946_crowd.png,True,640,544,0.021472886029411765,3.6896340762867648,255,0.2956112132352941,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_115243_crowd.png,True,480,640,0.017115885416666667,2.9828645833333334,255,0.41267252604166665,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_115314_198441.png,True,640,480,0.01103515625,1.8258528645833334,255,0.1501171875,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_11538_187867.png,True,640,480,0.010224609375,1.688408203125,255,0.13733072916666667,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_115579_479993.png,True,529,640,0.022439154064272212,3.642352906427221,255,0.3604442344045369,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_115584_490518.png,True,640,426,0.008689113849765258,1.6756895539906103,255,0.06294014084507042,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\conditioning_images\coco_115626_184172.png,True,480,640,0.017421875,3.0094921875,255,0.329697265625,
