path,filename,stem,extension,ok,format,mode,width,height,aspect_ratio,pixel_count,error
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103491_1238096.jpg,coco_103491_1238096.jpg,coco_103491_1238096,.jpg,True,JPEG,RGB,417,640,0.6515625,266880,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103579_crowd.jpg,coco_103579_crowd.jpg,coco_103579_crowd,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103697_435277.jpg,coco_103697_435277.jpg,coco_103697_435277,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103747_426229.jpg,coco_103747_426229.jpg,coco_103747_426229,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103837_208307.jpg,coco_103837_208307.jpg,coco_103837_208307,.jpg,True,JPEG,RGB,640,428,1.4953271028037383,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103855_crowd.jpg,coco_103855_crowd.jpg,coco_103855_crowd,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_103873_crowd.jpg,coco_103873_crowd.jpg,coco_103873_crowd,.jpg,True,JPEG,RGB,640,522,1.2260536398467432,334080,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_10393_207348.jpg,coco_10393_207348.jpg,coco_10393_207348,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104221_crowd.jpg,coco_104221_crowd.jpg,coco_104221_crowd,.jpg,True,JPEG,RGB,500,334,1.4970059880239521,167000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104340_crowd.jpg,coco_104340_crowd.jpg,coco_104340_crowd,.jpg,True,JPEG,RGB,425,640,0.6640625,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104393_crowd.jpg,coco_104393_crowd.jpg,coco_104393_crowd,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104406_446594.jpg,coco_104406_446594.jpg,coco_104406_446594,.jpg,True,JPEG,RGB,612,612,1.0,374544,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104422_501299.jpg,coco_104422_501299.jpg,coco_104422_501299,.jpg,True,JPEG,RGB,437,640,0.6828125,279680,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104453_480966.jpg,coco_104453_480966.jpg,coco_104453_480966,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104563_510122.jpg,coco_104563_510122.jpg,coco_104563_510122,.jpg,True,JPEG,RGB,640,429,1.491841491841492,274560,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_10463_503497.jpg,coco_10463_503497.jpg,coco_10463_503497,.jpg,True,JPEG,RGB,640,446,1.4349775784753362,285440,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104715_474045.jpg,coco_104715_474045.jpg,coco_104715_474045,.jpg,True,JPEG,RGB,426,640,0.665625,272640,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_104751_465120.jpg,coco_104751_465120.jpg,coco_104751_465120,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105053_448498.jpg,coco_105053_448498.jpg,coco_105053_448498,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105303_450705.jpg,coco_105303_450705.jpg,coco_105303_450705,.jpg,True,JPEG,RGB,640,420,1.5238095238095237,268800,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105448_423022.jpg,coco_105448_423022.jpg,coco_105448_423022,.jpg,True,JPEG,RGB,430,640,0.671875,275200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105518_215078.jpg,coco_105518_215078.jpg,coco_105518_215078,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105647_crowd.jpg,coco_105647_crowd.jpg,coco_105647_crowd,.jpg,True,JPEG,RGB,640,429,1.491841491841492,274560,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105872_crowd.jpg,coco_105872_crowd.jpg,coco_105872_crowd,.jpg,True,JPEG,RGB,640,508,1.2598425196850394,325120,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105974_452683.jpg,coco_105974_452683.jpg,coco_105974_452683,.jpg,True,JPEG,RGB,640,426,1.5023474178403755,272640,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_105996_192826.jpg,coco_105996_192826.jpg,coco_105996_192826,.jpg,True,JPEG,RGB,640,428,1.4953271028037383,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106046_443527.jpg,coco_106046_443527.jpg,coco_106046_443527,.jpg,True,JPEG,RGB,426,640,0.665625,272640,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106073_427113.jpg,coco_106073_427113.jpg,coco_106073_427113,.jpg,True,JPEG,RGB,424,640,0.6625,271360,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106096_437341.jpg,coco_106096_437341.jpg,coco_106096_437341,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106172_202939.jpg,coco_106172_202939.jpg,coco_106172_202939,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106228_crowd.jpg,coco_106228_crowd.jpg,coco_106228_crowd,.jpg,True,JPEG,RGB,640,403,1.588089330024814,257920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106314_crowd.jpg,coco_106314_crowd.jpg,coco_106314_crowd,.jpg,True,JPEG,RGB,427,640,0.6671875,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106375_195245.jpg,coco_106375_195245.jpg,coco_106375_195245,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_10644_crowd.jpg,coco_10644_crowd.jpg,coco_10644_crowd,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106484_216046.jpg,coco_106484_216046.jpg,coco_106484_216046,.jpg,True,JPEG,RGB,425,640,0.6640625,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106508_185226.jpg,coco_106508_185226.jpg,coco_106508_185226,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106739_crowd.jpg,coco_106739_crowd.jpg,coco_106739_crowd,.jpg,True,JPEG,RGB,339,500,0.678,169500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106810_198201.jpg,coco_106810_198201.jpg,coco_106810_198201,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_106900_crowd.jpg,coco_106900_crowd.jpg,coco_106900_crowd,.jpg,True,JPEG,RGB,640,428,1.4953271028037383,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_10698_488022.jpg,coco_10698_488022.jpg,coco_10698_488022,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107004_crowd.jpg,coco_107004_crowd.jpg,coco_107004_crowd,.jpg,True,JPEG,RGB,578,640,0.903125,369920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107227_206584.jpg,coco_107227_206584.jpg,coco_107227_206584,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107360_482940.jpg,coco_107360_482940.jpg,coco_107360_482940,.jpg,True,JPEG,RGB,598,640,0.934375,382720,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107661_crowd.jpg,coco_107661_crowd.jpg,coco_107661_crowd,.jpg,True,JPEG,RGB,640,428,1.4953271028037383,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107741_crowd.jpg,coco_107741_crowd.jpg,coco_107741_crowd,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_10779_199503.jpg,coco_10779_199503.jpg,coco_10779_199503,.jpg,True,JPEG,RGB,532,640,0.83125,340480,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107853_433157.jpg,coco_107853_433157.jpg,coco_107853_433157,.jpg,True,JPEG,RGB,640,439,1.457858769931663,280960,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107964_441251.jpg,coco_107964_441251.jpg,coco_107964_441251,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_107990_231565.jpg,coco_107990_231565.jpg,coco_107990_231565,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108056_491704.jpg,coco_108056_491704.jpg,coco_108056_491704,.jpg,True,JPEG,RGB,426,640,0.665625,272640,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108094_crowd.jpg,coco_108094_crowd.jpg,coco_108094_crowd,.jpg,True,JPEG,RGB,471,640,0.7359375,301440,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108130_crowd.jpg,coco_108130_crowd.jpg,coco_108130_crowd,.jpg,True,JPEG,RGB,500,375,1.3333333333333333,187500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108272_crowd.jpg,coco_108272_crowd.jpg,coco_108272_crowd,.jpg,True,JPEG,RGB,640,499,1.282565130260521,319360,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108425_458108.jpg,coco_108425_458108.jpg,coco_108425_458108,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108803_crowd.jpg,coco_108803_crowd.jpg,coco_108803_crowd,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108838_crowd.jpg,coco_108838_crowd.jpg,coco_108838_crowd,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_108953_202629.jpg,coco_108953_202629.jpg,coco_108953_202629,.jpg,True,JPEG,RGB,640,426,1.5023474178403755,272640,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109229_442795.jpg,coco_109229_442795.jpg,coco_109229_442795,.jpg,True,JPEG,RGB,514,640,0.803125,328960,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109231_crowd.jpg,coco_109231_crowd.jpg,coco_109231_crowd,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109308_455663.jpg,coco_109308_455663.jpg,coco_109308_455663,.jpg,True,JPEG,RGB,425,640,0.6640625,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109403_crowd.jpg,coco_109403_crowd.jpg,coco_109403_crowd,.jpg,True,JPEG,RGB,469,640,0.7328125,300160,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109503_451150.jpg,coco_109503_451150.jpg,coco_109503_451150,.jpg,True,JPEG,RGB,500,443,1.1286681715575622,221500,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109539_1693850.jpg,coco_109539_1693850.jpg,coco_109539_1693850,.jpg,True,JPEG,RGB,502,640,0.784375,321280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_109889_462962.jpg,coco_109889_462962.jpg,coco_109889_462962,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_110052_1713165.jpg,coco_110052_1713165.jpg,coco_110052_1713165,.jpg,True,JPEG,RGB,427,640,0.6671875,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_110460_2155346.jpg,coco_110460_2155346.jpg,coco_110460_2155346,.jpg,True,JPEG,RGB,640,499,1.282565130260521,319360,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_110482_186245.jpg,coco_110482_186245.jpg,coco_110482_186245,.jpg,True,JPEG,RGB,427,640,0.6671875,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_110551_crowd.jpg,coco_110551_crowd.jpg,coco_110551_crowd,.jpg,True,JPEG,RGB,640,429,1.491841491841492,274560,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_110618_429345.jpg,coco_110618_429345.jpg,coco_110618_429345,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_110769_430102.jpg,coco_110769_430102.jpg,coco_110769_430102,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111104_crowd.jpg,coco_111104_crowd.jpg,coco_111104_crowd,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111109_428598.jpg,coco_111109_428598.jpg,coco_111109_428598,.jpg,True,JPEG,RGB,412,640,0.64375,263680,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111409_196374.jpg,coco_111409_196374.jpg,coco_111409_196374,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111629_506011.jpg,coco_111629_506011.jpg,coco_111629_506011,.jpg,True,JPEG,RGB,428,640,0.66875,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111644_470789.jpg,coco_111644_470789.jpg,coco_111644_470789,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111825_crowd.jpg,coco_111825_crowd.jpg,coco_111825_crowd,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111907_474705.jpg,coco_111907_474705.jpg,coco_111907_474705,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111909_220992.jpg,coco_111909_220992.jpg,coco_111909_220992,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111910_438900.jpg,coco_111910_438900.jpg,coco_111910_438900,.jpg,True,JPEG,RGB,640,451,1.419068736141907,288640,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_111944_471889.jpg,coco_111944_471889.jpg,coco_111944_471889,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_112160_457119.jpg,coco_112160_457119.jpg,coco_112160_457119,.jpg,True,JPEG,RGB,640,453,1.4128035320088301,289920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_112568_crowd.jpg,coco_112568_crowd.jpg,coco_112568_crowd,.jpg,True,JPEG,RGB,640,480,1.3333333333333333,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_112582_437271.jpg,coco_112582_437271.jpg,coco_112582_437271,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_112816_425229.jpg,coco_112816_425229.jpg,coco_112816_425229,.jpg,True,JPEG,RGB,640,428,1.4953271028037383,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_112949_427025.jpg,coco_112949_427025.jpg,coco_112949_427025,.jpg,True,JPEG,RGB,429,640,0.6703125,274560,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_113019_433623.jpg,coco_113019_433623.jpg,coco_113019_433623,.jpg,True,JPEG,RGB,480,640,0.75,307200,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_113095_449370.jpg,coco_113095_449370.jpg,coco_113095_449370,.jpg,True,JPEG,RGB,428,640,0.66875,273920,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_11316_483796.jpg,coco_11316_483796.jpg,coco_11316_483796,.jpg,True,JPEG,RGB,640,425,1.5058823529411764,272000,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_113233_427487.jpg,coco_113233_427487.jpg,coco_113233_427487,.jpg,True,JPEG,RGB,612,612,1.0,374544,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_113294_1719500.jpg,coco_113294_1719500.jpg,coco_113294_1719500,.jpg,True,JPEG,RGB,640,427,1.4988290398126465,273280,
C:\Users\Adhit Simhadri\Desktop\Krea-2-Pose-ControlNet\data\full\images\coco_11340_crowd.jpg,coco_11340_crowd.jpg,coco_11340_crowd,.jpg,True,JPEG,RGB,640,426,1.5023474178403755,272640,
