stem,bucket,orig_w,orig_h,clip_left_px,clip_top_px,clip_right_px,clip_bottom_px,max_clip_px,clip_frac,note,error
coco_103491_1238096,832x1216,417,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_103579_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_103697_435277,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_103747_426229,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_103837_208307,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_103855_crowd,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_103873_crowd,1152x896,640,522,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_10393_207348,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_104221_crowd,1216x832,500,334,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_104340_crowd,832x1216,425,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_104393_crowd,1216x832,640,427,0.0,0.0,4.3,0.0,4.3,0.0052,,
coco_104422_501299,832x1216,437,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_104453_480966,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_104563_510122,1216x832,640,429,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_10463_503497,1216x832,640,446,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_104715_474045,832x1216,426,640,0.0,0.0,0.0,17.0,17.0,0.0204,,
coco_104751_465120,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105053_448498,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105303_450705,1216x832,640,420,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105448_423022,832x1216,430,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105518_215078,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105647_crowd,1216x832,640,429,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105872_crowd,1152x896,640,508,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105974_452683,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_105996_192826,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106046_443527,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106073_427113,832x1216,424,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106096_437341,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106172_202939,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106228_crowd,1216x832,640,403,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106314_crowd,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106375_195245,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_10644_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106484_216046,832x1216,425,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106508_185226,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106739_crowd,832x1216,339,500,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106810_198201,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_106900_crowd,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_10698_488022,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_107227_206584,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_107661_crowd,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_107741_crowd,896x1152,480,640,0.0,0.0,0.0,17.9,17.9,0.02,,
coco_10779_199503,896x1152,532,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_107853_433157,1216x832,640,439,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_107964_441251,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_107990_231565,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108056_491704,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108094_crowd,896x1152,471,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108130_crowd,1152x896,500,375,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108272_crowd,1152x896,640,499,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108425_458108,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108803_crowd,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_108838_crowd,1152x896,640,480,0.0,0.0,17.9,0.0,17.9,0.02,,
coco_108953_202629,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_109229_442795,896x1152,514,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_109231_crowd,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_109308_455663,832x1216,425,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_109403_crowd,896x1152,469,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_109539_1693850,896x1152,502,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_109889_462962,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_110052_1713165,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_110460_2155346,1152x896,640,499,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_110482_186245,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_110551_crowd,1216x832,640,429,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_110618_429345,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_110769_430102,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111104_crowd,1152x896,640,480,17.3,0.0,0.0,0.0,17.3,0.0193,,
coco_111109_428598,832x1216,412,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111409_196374,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111629_506011,832x1216,428,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111644_470789,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111825_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111907_474705,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111909_220992,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111910_438900,1216x832,640,451,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_111944_471889,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_112160_457119,1216x832,640,453,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_112568_crowd,1152x896,640,480,0.0,0.0,10.5,0.0,10.5,0.0117,,
coco_112582_437271,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_112816_425229,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_112949_427025,832x1216,429,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113019_433623,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113095_449370,832x1216,428,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_11316_483796,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113294_1719500,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_11340_crowd,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113588_crowd,832x1216,425,640,0.0,0.0,0.0,1.3,1.3,0.0015,,
coco_113590_crowd,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113756_crowd,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113975_crowd,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_113989_535870,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114055_crowd,832x1216,457,640,4.7,0.0,0.0,0.0,4.7,0.0056,,
coco_114158_456142,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114183_crowd,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114239_192618,832x1216,425,640,0.0,0.0,0.0,18.9,18.9,0.0227,,
coco_114291_crowd,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114313_459479,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114352_457455,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114481_crowd,1152x896,640,480,0.0,0.0,21.7,0.0,21.7,0.0242,,
coco_11449_441049,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114579_426649,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114790_434462,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_114946_crowd,1152x896,640,544,0.0,0.0,0.0,35.0,35.0,0.0391,,
coco_115243_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_115314_198441,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_11538_187867,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_115579_479993,896x1152,529,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_115584_490518,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_115626_184172,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_115700_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_115930_crowd,1344x768,640,361,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_116067_crowd,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_116173_446546,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_116354_443638,1216x832,640,453,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_116574_2207739,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_116712_186683,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_117037_crowd,1152x896,500,375,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_117508_466984,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_117584_441680,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_117674_crowd,1216x832,640,428,14.0,0.0,0.0,0.0,14.0,0.0168,,
coco_117690_432485,1152x896,640,494,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_1180_crowd,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_118181_184685,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_118406_crowd,896x1152,538,640,27.0,0.0,0.0,0.0,27.0,0.0301,,
coco_118564_425102,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_118867_429844,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_118965_500691,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_118966_crowd,1216x832,500,364,0.0,0.0,0.0,0.5,0.5,0.0006,,
coco_119075_2156290,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119134_crowd,832x1216,442,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119308_442395,1216x832,640,429,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119476_211515,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119502_423694,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119513_crowd,1216x832,640,464,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119876_189198,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119939_crowd,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_119964_2162942,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_120099_183502,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12020_crowd,1216x832,640,427,0.0,0.0,16.0,0.0,16.0,0.0193,,
coco_120340_crowd,1152x896,640,480,0.0,0.0,8.6,0.0,8.6,0.0096,,
coco_120356_190848,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_120745_2149090,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_120783_2158567,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_120964_crowd,832x1216,429,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_121006_475911,1216x832,640,455,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_121381_440512,832x1216,427,640,0.0,0.0,0.0,14.1,14.1,0.0169,,
coco_121534_crowd,832x1216,326,500,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_121570_197138,1152x896,640,491,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_121716_451543,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_121748_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_121788_487284,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_122120_438078,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_122135_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_122161_crowd,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_122199_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12238_206281,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_122413_185666,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12269_483662,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_122851_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_123137_crowd,1152x896,640,512,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_123360_crowd,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12343_2153230,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_123570_crowd,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12370_199325,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_123964_crowd,1152x896,640,512,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_124327_crowd,1216x832,640,408,27.7,0.0,0.0,0.0,27.7,0.0333,,
coco_124620_496265,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_124684_1748227,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_124796_436372,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_124873_crowd,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_124949_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_124979_194775,1216x832,640,422,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_125071_481692,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_125590_434183,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_125707_1208254,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_125873_crowd,1344x768,640,389,0.0,0.0,0.0,3.9,3.9,0.0051,,
coco_125983_crowd,832x1216,458,640,0.0,0.0,19.2,0.0,19.2,0.0231,,
coco_126123_crowd,1216x832,640,412,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_126564_426181,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_126606_crowd,1344x768,640,360,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_126727_1727781,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_126833_crowd,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_126895_crowd,1216x832,640,457,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_127474_crowd,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_127510_508684,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_127669_1246977,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_127990_430340,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_128140_2153839,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12817_507541,832x1216,425,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_128586_crowd,1152x896,500,382,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_128704_crowd,1216x832,640,457,0.0,0.0,0.0,16.4,16.4,0.0197,,
coco_128830_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_128978_184933,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_129100_crowd,1152x896,640,480,15.4,0.0,0.0,0.0,15.4,0.0172,,
coco_12927_207055,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12938_474528,1152x896,640,479,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12947_crowd,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_129690_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_129706_447757,896x1152,478,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_129864_476006,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_12991_1229234,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_130240_438394,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_130419_466828,1152x896,640,481,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_130432_430707,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_130619_crowd,832x1216,333,500,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_130773_465703,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_130909_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_131018_512474,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_131361_195698,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_131661_457716,1152x896,640,481,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13175_494305,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_131804_212463,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_131919_2159589,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_132024_428695,896x1152,478,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_132272_465680,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_132644_451757,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_132719_430915,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_132791_200184,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_132901_crowd,832x1216,454,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13296_crowd,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133042_crowd,1216x832,640,457,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133090_crowd,832x1216,424,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133327_432446,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133608_crowd,1344x768,640,360,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133680_crowd,1216x832,640,463,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133690_189310,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13379_459244,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_133869_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134098_452363,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134198_466050,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134285_458346,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134386_crowd,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134618_474368,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134926_445902,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_134981_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_135281_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_135356_431425,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_135785_crowd,1216x832,640,424,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_135846_crowd,1344x768,640,348,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_136042_184569,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_136143_505447,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_136285_crowd,1152x896,640,526,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13639_491811,896x1152,478,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_136501_431948,832x1216,460,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_136770_crowd,1216x832,640,424,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_136908_435207,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_137330_crowd,1152x896,640,480,0.0,0.0,16.1,0.0,16.1,0.0179,,
coco_137362_crowd,1216x832,640,424,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_137586_187271,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_137622_crowd,1152x896,640,480,0.0,0.0,21.7,0.0,21.7,0.0242,,
coco_137654_crowd,896x1152,413,481,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_137844_439528,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_137992_474833,1216x832,640,428,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_138220_2157283,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_138503_crowd,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_138675_2153120,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13867_2156543,896x1152,413,500,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13892_2152627,832x1216,426,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_138937_1748858,832x1216,428,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_138995_470909,896x1152,478,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_139140_189148,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_139294_crowd,832x1216,431,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_13943_1733354,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_139440_crowd,1216x832,640,426,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_139512_192239,1152x896,640,480,21.0,0.0,0.0,0.0,21.0,0.0234,,
coco_139637_190415,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_139969_crowd,896x1152,375,500,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_140007_481005,896x1152,499,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_14004_crowd,1152x896,640,473,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_140068_crowd,1216x832,640,428,6.2,0.0,0.0,0.0,6.2,0.0075,,
coco_140087_479004,832x1216,427,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_140263_487867,832x1216,428,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_14029_461659,1216x832,640,425,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_140388_1711113,832x1216,431,640,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_14041_428879,1216x832,640,427,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_140465_218579,1152x896,640,480,0.0,0.0,0.0,0.0,0.0,0.0,,
coco_140785_crowd,1216x832,640,425,0.0,0.0,18.9,0.0,18.9,0.0227,,
coco_140963_crowd,1152x896,640,480,0.0,0.0,21.7,0.0,21.7,0.0242,,
coco_141197_439314,896x1152,480,640,0.0,0.0,0.0,0.0,0.0,0.0,,
